index,having_IPhaving_IP_Address,URLURL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
5417,1,0,1,0,1,0,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5418,1,0,1,0,1,1,0,1,0,0,0,1,0,1,-1,0,0,1,-1,1,1,0,0,0,1,-1,0,1,-1,1,1
5419,0,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
54-1-1,0,0,1,0,1,0,-1,0,0,1,1,1,1,-1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,-1,1,0
54-11,1,1,1,0,1,1,1,1,0,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
54-1-1,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,-1,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
54-13,1,0,1,1,1,1,-1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
54-14,0,0,1,1,1,1,-1,0,0,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
54-15,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,0,1
54-16,1,0,1,1,1,0,-1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
54-17,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
54-18,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
54-19,0,1,0,1,0,0,-1,1,0,1,1,0,1,1,0,0,1,0,-1,1,1,1,1,1,0,1,0,0,1,1,1
543-1,1,0,1,1,1,0,-1,1,0,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5431,0,1,1,1,1,0,1,1,0,1,1,0,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1
543-1,0,0,1,1,1,0,-1,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
5433,0,1,1,0,1,0,-1,0,0,0,1,1,1,0,0,0,1,1,-1,1,1,0,1,1,1,0,1,1,-1,1,0
5434,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,0
5435,1,0,1,1,1,0,-1,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5436,0,1,0,0,0,0,-1,0,0,1,1,0,1,0,0,-1,1,0,-1,1,1,1,1,1,0,0,1,0,-1,0,0
5437,1,0,1,1,1,0,-1,1,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,0,0
5438,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5439,0,0,1,1,1,0,-1,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0
544-1,0,1,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0
5441,0,0,1,1,1,0,1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
544-1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,-1,0,1,0,0,0,1,1,1,1,1,1,1
5443,0,0,1,0,1,0,1,1,0,0,0,1,1,-1,1,1,0,0,-1,0,1,0,1,0,1,1,1,1,-1,1,1
5444,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,-1,0,1,0,1,1,1,1,1,0,-1,1,1
5445,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,0
5446,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,0,1
5447,0,1,1,1,1,0,0,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1
5448,1,0,1,1,1,0,-1,0,0,1,1,0,0,0,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,0,0
5449,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,0,0
545-1,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1
5451,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,-1,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,0
545-1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,1
5453,0,0,1,1,1,0,0,1,1,0,1,1,0,-1,0,-1,0,1,-1,0,1,0,1,0,1,1,0,1,1,1,1
5454,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,-1,0,1,0,1,1,0,1,1,0,-1,1,0
5455,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,-1,1,1,1,1,1,1,0,1,1,0,1,1
5456,0,0,1,0,1,0,-1,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
5457,0,0,1,0,1,0,-1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
5458,0,0,0,0,0,0,-1,0,0,1,1,0,1,-1,-1,-1,1,0,-1,1,1,1,1,0,0,1,1,1,1,1,1
5459,1,0,1,0,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,-1,0,1,-1,1,0
546-1,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5461,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
546-1,0,0,1,1,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1
5463,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,1
5464,1,0,1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5465,1,0,1,1,1,0,0,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
5466,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,0,1
5467,1,1,1,0,1,0,-1,0,0,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,0
5468,1,0,1,1,1,0,-1,0,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,0,0
5469,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1
547-1,0,0,1,1,0,0,-1,0,1,1,1,1,0,1,0,1,1,1,-1,1,1,1,1,0,1,0,0,1,0,0,0
5471,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
547-1,1,0,1,1,1,0,0,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
5473,0,0,0,0,1,0,-1,-1,0,1,1,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,1,1,-1,1,0
5474,0,1,1,1,1,0,-1,-1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0
5475,0,0,1,1,1,0,1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
5476,1,0,1,1,1,0,0,0,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,-1,1,0
5477,1,0,1,0,0,0,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1
5478,0,1,1,0,1,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
5479,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
548-1,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,1
5481,1,1,1,1,1,0,0,1,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1
548-1,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
5483,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,-1,0,1,0,0,0,1,1,1,1,-1,1,1
5484,1,0,1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5485,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
5486,0,0,1,0,1,0,0,1,0,0,0,1,1,-1,-1,-1,0,1,-1,0,0,0,0,0,1,1,0,1,1,1,1
5487,0,1,1,1,1,0,1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,0,0,1,-1,0,0
5488,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
5489,0,0,1,1,1,0,1,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0
549-1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,0,1,0,1,1,1,1,-1,1,1
5491,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,0,1
549-1,0,0,0,1,0,0,-1,0,0,1,1,0,1,1,-1,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
5493,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
5494,1,0,1,1,1,0,0,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5495,0,0,1,0,1,0,1,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,0,0,0,1,1,0,1,1,1,1
5496,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,1,0,0,-1,1,0,-1,1,0
5497,1,0,1,1,1,0,0,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,1
5498,1,0,1,1,0,0,-1,0,1,1,1,1,0,0,-1,-1,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
5499,0,0,1,1,1,0,-1,-1,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,0,0
55-1-1,0,0,1,0,1,1,1,1,1,0,0,1,0,-1,1,0,0,1,-1,0,1,0,0,0,1,1,0,1,1,1,1
55-11,0,0,1,0,1,0,-1,0,1,1,1,1,0,0,-1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,0,0
55-1-1,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
55-13,0,1,0,0,0,0,1,1,0,1,1,0,1,-1,0,0,1,0,-1,1,1,1,1,1,0,-1,1,0,1,1,1
55-14,0,0,1,0,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
55-15,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,0
55-16,0,0,1,1,1,0,-1,-1,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
55-17,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1
55-18,0,0,0,0,0,0,0,1,0,1,1,0,1,-1,0,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
55-19,0,0,1,1,1,0,-1,0,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
551-1,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1
5511,1,1,1,1,1,0,-1,0,0,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
551-1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1
5513,0,1,0,1,1,1,1,1,0,1,1,0,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1
5514,0,0,0,0,0,1,1,1,1,1,1,0,0,1,-1,1,0,0,-1,1,1,1,1,0,0,1,1,1,1,1,1
5515,0,0,1,1,1,0,-1,0,0,1,1,0,1,-1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,0
5516,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
5517,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,-1,0,1
5518,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,1,0,0
5519,1,0,0,1,0,0,-1,1,1,1,1,0,0,-1,1,0,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
55-1-1,0,1,1,0,1,0,1,1,0,0,0,1,1,-1,0,-1,0,1,-1,0,0,0,0,1,1,1,0,1,1,1,1
55-11,1,0,1,0,1,0,-1,0,0,0,0,1,1,0,-1,-1,0,1,-1,0,1,0,0,0,1,-1,1,1,1,0,0
55-1-1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
55-13,1,1,1,1,1,0,-1,0,0,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,0,1
55-14,1,1,1,0,1,0,1,-1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1
55-15,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,-1,1,1,1,1,1,1,1,0,1,1,1,1
55-16,0,0,1,0,1,0,1,1,1,0,0,1,0,-1,-1,1,0,1,-1,1,1,0,1,0,1,1,0,1,1,1,1
55-17,0,0,1,1,1,1,1,1,0,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
55-18,1,0,1,1,1,0,-1,0,0,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,0
55-19,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,-1,0,0,0,0,0,1,1,0,1,1,1,1
553-1,1,0,1,0,1,0,1,1,0,1,1,1,1,-1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
5531,1,0,1,1,1,0,-1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
553-1,1,0,1,1,1,0,-1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5533,1,1,1,1,1,0,-1,0,0,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,0
5534,0,0,1,1,1,0,1,1,0,1,1,1,0,-1,0,-1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5535,0,0,1,1,1,0,-1,-1,0,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
5536,0,-1,1,1,1,0,-1,0,0,0,1,0,0,-1,0,0,1,1,-1,0,1,0,0,0,1,-1,1,1,-1,1,0
5537,0,0,1,1,1,0,-1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
5538,1,1,1,0,1,0,-1,1,0,1,1,0,1,-1,-1,0,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1
5539,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,0,0
554-1,1,1,1,1,1,0,1,1,0,0,1,0,1,-1,-1,0,1,1,-1,0,1,0,1,1,1,1,1,1,0,1,1
5541,0,1,0,0,0,0,-1,1,0,1,1,0,1,-1,-1,0,1,0,-1,1,1,1,1,1,0,1,0,0,1,1,1
554-1,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
5543,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,0,1,-1,0,1,-1,1,1
5544,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,0,0,0,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1
5545,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
5546,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,0,1,0,1,1,1,0,0
5547,1,0,1,1,1,0,1,-1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,-1,0,0
5548,1,0,1,1,1,1,-1,0,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5549,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
555-1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,-1,1,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
5551,1,1,1,0,1,0,1,1,0,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1
555-1,0,0,1,0,1,0,-1,0,1,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,0,1,0,1,1,-1,0,0
5553,1,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,0
5554,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
5555,0,0,1,0,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,-1,0,0
5556,0,1,1,0,1,0,-1,0,0,1,1,1,1,0,-1,-1,1,1,-1,1,1,1,1,1,1,0,1,1,-1,0,0
5557,1,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0
5558,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1
5559,0,0,1,1,1,0,-1,0,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,0
556-1,1,-1,1,0,1,0,1,1,0,1,1,1,1,-1,1,-1,0,0,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5561,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,-1,1,1,0,1,0
556-1,0,1,0,1,0,0,1,-1,0,1,1,0,1,0,-1,0,1,1,-1,1,1,1,1,1,0,1,1,1,0,1,0
5563,0,0,1,1,1,0,1,-1,0,1,1,1,0,-1,0,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0
5564,0,0,1,1,1,0,-1,0,0,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
5565,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,0,-1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
5566,0,0,1,1,1,0,-1,1,0,0,1,1,1,1,-1,0,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,1
5567,1,0,1,1,1,0,-1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,-1,0,0
5568,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,0
5569,0,0,1,1,1,0,-1,0,1,1,1,1,0,0,-1,-1,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0
557-1,0,1,1,1,1,0,1,-1,0,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
5571,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,0
557-1,0,0,1,0,1,0,1,1,0,0,0,1,1,-1,0,1,0,1,-1,0,1,0,0,0,1,1,1,1,1,1,1
5573,0,0,1,1,1,0,-1,1,1,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0
5574,0,0,1,1,1,0,1,1,0,0,0,1,0,-1,1,1,0,1,-1,1,1,0,1,0,1,1,1,1,1,1,1
5575,0,0,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5576,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
5577,0,0,1,1,1,0,-1,1,1,1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
5578,0,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,0,1,1,0,1,1
5579,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
558-1,0,0,0,1,0,0,1,1,1,1,1,0,1,-1,1,0,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
5581,0,0,0,0,0,0,-1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
558-1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,-1,1,0
5583,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,-1,0,1,0,0,0,1,-1,1,1,-1,1,0
5584,0,0,0,0,0,0,-1,1,1,1,1,0,0,-1,-1,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1
5585,1,0,1,0,1,0,1,-1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,0
5586,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,-1,1,1,0,0,1,1,1,0,1,-1,1,1
5587,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,0,1
5588,0,0,1,0,1,0,1,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,0,0,0,1,1,0,1,1,1,1
5589,1,0,1,0,1,0,1,0,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,1
559-1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,-1,1,0,0,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5591,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
559-1,0,0,1,0,1,0,-1,0,0,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,0
5593,1,0,1,0,1,0,1,1,1,0,0,1,0,-1,-1,1,0,1,-1,1,1,0,1,0,1,1,0,1,1,1,1
5594,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,0,0,1,-1,1,1
5595,0,0,1,1,1,1,1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,1
5596,1,0,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5597,0,0,1,1,1,0,-1,0,0,1,1,1,0,-1,0,1,1,1,-1,1,1,1,1,0,1,0,1,1,1,0,0
5598,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
5599,1,0,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,0,1,1,0,1,1
56-1-1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
56-11,0,0,1,0,1,0,1,1,0,0,0,1,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1,1,1,1,1,1,1
56-1-1,1,1,0,0,0,1,1,1,0,1,1,0,1,-1,-1,0,0,0,-1,1,1,1,1,1,0,1,0,1,1,1,1
56-13,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,0,0
56-14,0,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,0,0
56-15,1,0,1,1,1,0,-1,0,0,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,0
56-16,0,0,1,0,1,0,-1,1,0,0,0,1,0,-1,0,0,0,1,-1,0,1,0,0,0,1,-1,1,1,-1,1,0
56-17,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1
56-18,1,0,1,1,1,0,-1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,0
56-19,0,0,1,1,1,0,-1,1,0,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1
561-1,1,0,0,1,0,0,1,0,0,1,1,0,1,-1,-1,1,1,0,-1,1,1,1,1,0,0,1,1,0,1,1,1
5611,0,0,1,0,1,0,-1,0,0,1,1,1,0,-1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,0
561-1,0,0,1,1,1,0,-1,0,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,0
5613,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1
5614,0,0,1,1,1,0,-1,0,0,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,1,1,0
5615,1,0,1,0,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,1,0,1,-1,1,1
5616,0,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,0
